vid	yid	start	end	raw-text	tokenized-text	gloss	split
oOKppt8uwbk-00:03:45.500-00:03:49.433	oOKppt8uwbk	00:03:45.500	00:03:49.433	The Center conducted an intensive research on Kavanaugh's history.	the center conducted an intensive research on kavanaugh 's history	1-that law_fs center specific research list its Kav_fs history list.	test
plH6Tq2rj6k-00:00:06.600-00:00:07.466	plH6Tq2rj6k	00:00:06.600	00:00:07.466	Come on!	come on	(2h)Come-on.	test
P8USfnEaNig-00:02:39.133-00:02:40.100	P8USfnEaNig	00:02:39.133	00:02:40.100	I enjoy the east.	i enjoy the east	Enjoy east.	test
PBSpEj64HAg-00:00:19.366-00:00:21.666	PBSpEj64HAg	00:00:19.366	00:00:21.666	We look forward to working with you all.	we look forward to working with you all	We look-forward work with IX-all.	test
zpKzb1SBN3Y-00:01:13.500-00:01:18.633	zpKzb1SBN3Y	00:01:13.500	00:01:18.633	I visited 22 mainstream, deaf programs, and schools for the deaf.	i visited 22 mainstream deaf programs and schools for the deaf	I (2h)go++ 22 school mainstream deaf program deaf school cl:get-the-feel-of. 	test
zpKzb1SBN3Y-00:05:30.033-00:05:36.700	zpKzb1SBN3Y	00:05:30.033	00:05:36.700	We want to ensure that they recognize deaf children’s need for sign language, starting from birth.	we want to ensure that they recognize deaf children ’s need for sign language starting from birth	I want emphasize requirement make sure they recognize deaf children their needs for sign from beginning birth going-forward. 	test
zpKzb1SBN3Y-00:07:36.100-00:07:39.533	zpKzb1SBN3Y	00:07:36.100	00:07:39.533	First, the ASL English Bilingual Schools and Programs.	first the asl english bilingual schools and programs	First-thumb first ASL_fs English both language school program group.	test
3_D804hV73c-00:02:24.500-00:02:41.633	3_D804hV73c	00:02:24.500	00:02:41.633	In fact, an article was recently published in the American Academy of Pediatrics’ journal outlining the clear benefits of learning sign language with speech over an oral-only approach for babies.	in fact an article was recently published in the american academy of pediatrics’ journal outlining the clear benefits of learning sign language with speech over an oral only approach for babies	True-biz article printed IX America school youth children doctor print yes baby language specific spoken first {NO} process IX sign spoken include progress develop show. 	test
3_D804hV73c-00:02:43.000-00:02:51.466	3_D804hV73c	00:02:43.000	00:02:51.466	ASL usage is increasing, as ASL courses are among the most popular classes in high schools and colleges across the country, as well as in community programs.	asl usage is increasing as asl courses are among the most popular classes in high schools and colleges across the country as well as in community programs	People use ASL_fs expand all-over America have what HS_fs college community (2h)take ASL_fs process.	test
yjAuZBiVFII-00:00:33.033-00:00:41.233	yjAuZBiVFII	00:00:33.033	00:00:41.233	I met with the various state Governor’s offices about what their states have and don’t have… Gathering information.	i met with the various state governor ’s offices about what their states have and do n’t have gathering information	Finish meeting with government office different++ look+IX have state what? IX++ cl:rake-in information.	test
_gAnLlibJso-00:03:59.666-00:04:02.366	_gAnLlibJso	00:03:59.666	00:04:02.366	Also, it is important to share this with your friends.	also it is important to share this with your friends	And important (2h)nudge++ your friend too. 	test
gJeM5T7uW_k-00:00:53.233-00:01:06.000	gJeM5T7uW_k	00:00:53.233	00:01:06.000	Students lived in various parts of the state and used carriages, horseback riding, and the train to get to the Schools for the Deaf.	students lived in various parts of the state and used carriages horseback riding and the train to get to the schools for the deaf	Students their eat bed (alt)IX++ far++ use carriage horse-ride board-train arrive institution school for deaf (alt)IX++.n	test
JFpUT5qmgUM-00:07:31.133-00:07:32.000	JFpUT5qmgUM	00:07:31.133	00:07:32.000	Fourth	fourth	cl:4-of-4	test
ov4V4iCiM_s-00:01:07.100-00:01:11.433	ov4V4iCiM_s	00:01:07.100	00:01:11.433	We were also involved in a skit and found out that I can act!	we were also involved in a skit and found out that i can act	But also in skit too I surprised I act.	test
ov4V4iCiM_s-00:01:11.466-00:01:17.066	ov4V4iCiM_s	00:01:11.466	00:01:17.066	At the time, I didn't know others and that helped us work together as a team.	at the time i did n't know others and that helped us work together as a team	Arrive friend they don't-know wQM team work learn++ oh-I-see teamwork oh-I-see neat. 	test
sUg7i_wSn24-00:00:22.733-00:00:26.733	sUg7i_wSn24	00:00:22.733	00:00:26.733	I appreciate being a part of the family’s grieving process.	i appreciate being a part of the family ’s grieving process	I like to be involved with family grieving.	test
qz7qQZgL5x8-00:02:14.100-00:02:18.566	qz7qQZgL5x8	00:02:14.100	00:02:18.566	The bottom line - what I wanted to share - is that you are you.	the bottom line what i wanted to share is that you are you	Well uh well my well real point I want say IX-you-all one IX person.	test
1Fcli9bH_X8-00:03:31.000-00:03:37.266	1Fcli9bH_X8	00:03:31.000	00:03:37.266	Develop an action plan that will be presented at the 2014 Conference in Atlanta.	develop an action plan that will be presented at the 2014 conference in atlanta	Develop summarize action plan hmm will propose 2014 meeting Atlanta that.	test
G2tzMT1j0gI-00:00:10.633-00:00:19.633	G2tzMT1j0gI	00:00:10.633	00:00:19.633	If you are not able to understand your remote work meetings, talk to your boss or the meeting host about what you need.	if you are not able to understand your remote work meetings talk to your boss or the meeting host about what you need	IX videocall IX stuck not-understand uhh struggle IX can nudge your boss or_fs itself host interact discuss what IX do-do ask need match. 	test
G2tzMT1j0gI-00:02:48.433-00:02:53.100	G2tzMT1j0gI	00:02:48.433	00:02:53.100	This may not provide a smooth meeting experience for you.	this may not provide a smooth meeting experience for you	Will disrupt your process meeting workshop practice cl:5-list that IX not work-out.	test
iD6DQiD2J7I-00:00:10.066-00:00:16.133	iD6DQiD2J7I	00:00:10.066	00:00:16.133	The NAD is excited about this new generation of the College Bowl.	the nad is excited about this new generation of the college bowl	We NAD_fs really excited about have this quote new generation of_fs college bowl_fs.	test
iD6DQiD2J7I-00:00:19.133-00:00:24.766	iD6DQiD2J7I	00:00:19.133	00:00:24.766	Over the years we've been used to the Legacy College Bowl trio: Gallaudet University, CSUN and NTID.	over the years we 've been used to the legacy college bowl trio gallaudet university csun and ntid	Since we used-to to Legacy_fs College Bowl_fs cl:3-list-group cl:1-of-3+Gallaudet cl:2-of-3+CSUN_fs cl:3-of-3+NTID_fs cl:3-list. 	test
iD6DQiD2J7I-00:04:42.466-00:04:45.200	iD6DQiD2J7I	00:04:42.466	00:04:45.200	We have wonderful new experiences for our team.	we have wonderful new experiences for our team	Have new wonderful experience for our team. 	test
NhcbG0pBqaY-00:01:46.366-00:01:54.500	NhcbG0pBqaY	00:01:46.366	00:01:54.500	Happy Holidays, Merry Christmas and Happy New Year!	happy holidays merry christmas and happy new year	Happy holidays_fs happy Christmas and happy New Year (2h)thumbs-up	test
1qMSlb1sbXw-00:02:37.700-00:02:42.733	1qMSlb1sbXw	00:02:37.700	00:02:42.733	The census happens this year, and it's important while the ACS happens every year.	the census happens this year and it 's important while the acs happens every year	IX census _fs slot now year important next-slot acs_fs annually. 	test
1qMSlb1sbXw-00:05:09.033-00:05:12.500	1qMSlb1sbXw	00:05:09.033	00:05:12.500	This took a lot of discussions to come to an agreement!	this took a lot of discussions to come to an agreement	So_fs that wow interact (alt)agree+.	test
1qMSlb1sbXw-00:05:41.166-00:05:45.366	1qMSlb1sbXw	00:05:41.166	00:05:45.366	They think that ASL is equivalent to English, which we fight to change that.	they think that asl is equivalent to english which we fight to change that	IX think ASL_fs equal English wave-no muddle-fight change.	test
1qMSlb1sbXw-00:06:28.000-00:06:33.033	1qMSlb1sbXw	00:06:28.000	00:06:33.033	We want to make sure the U.S. Government recognizes where we are and what we need.	we want to make sure the u.s. government recognizes where we are and what we need	Make sure government recognize all-over deaf where we are and what our needs are.	test
wUEiLfHtMxY-00:01:50.266-00:02:02.666	wUEiLfHtMxY	00:01:50.266	00:02:02.666	Every government leader and health officers must provide sign language access during their press briefings about our health and threats.	every government leader and health officers must provide sign language access during their press briefings about our health and threats	Each government leader each health officers all_fs must make sure provide sign-language access during information relate-to our health and threat. 	test
wUEiLfHtMxY-00:02:18.600-00:02:19.433	wUEiLfHtMxY	00:02:18.600	00:02:19.433	Thank you!	thank you	(2h)Thank-you.	test
tTeiyqt1GCY-00:00:49.166-00:00:54.066	tTeiyqt1GCY	00:00:49.166	00:00:54.066	Not to worry, we’ll take good care of them and have fun!	not to worry we ’ll take good care of them and have fun	Concern nothing, 2-us will take-care all-day do+ fun.	test
EDlQOtl4fW8-00:02:34.000-00:02:38.133	EDlQOtl4fW8	00:02:34.000	00:02:38.133	A few things to keep in mind as you make your proposal.	a few things to keep in mind as you make your proposal	IX propose write+IX important cl:5-list.	test
EDlQOtl4fW8-00:04:19.433-00:04:26.766	EDlQOtl4fW8	00:04:19.433	00:04:26.766	The second component is what issue or gaps do you want NAD to address.	the second component is what issue or gaps do you want nad to address	cl:2-of-5 what problem IX notice oh-I-see missing something IX need us NAD_fs approach.	test
EDlQOtl4fW8-00:07:34.466-00:07:37.133	EDlQOtl4fW8	00:07:34.466	00:07:37.133	There may be shipping costs involved.	there may be shipping costs involved	Maybe give pay ship (2h)fine.	test
H7nga4_DWtE-00:00:08.366-00:00:13.500	H7nga4_DWtE	00:00:08.366	00:00:13.500	There are over 200 sign languages used around the world.	there are over 200 sign languages used around the world	World+IX++ have sign how-many 200.	test
H7nga4_DWtE-00:00:39.100-00:00:52.133	H7nga4_DWtE	00:00:39.100	00:00:52.133	Now, we begin our celebration of International Week of the Deaf by reminding everyone that we must promote, protect, and preserve our sign languages to the same degree as spoken languages.	now we begin our celebration of international week of the deaf by reminding everyone that we must promote protect and preserve our sign languages to the same degree as spoken languages	Now international week deaf celebrate spotlight encourage us celebrate promote protection cherish.  Language same equal spoken.	test
H7nga4_DWtE-00:01:09.166-00:01:14.600	H7nga4_DWtE	00:01:09.166	00:01:14.600	At the same time, we deaf people experience discrimination and are often marginalized.	at the same time we deaf people experience discrimination and are often marginalized	Same-time IX oppress-me we deaf people marginalize.	test
Pfr_DqcuqUY-00:02:06.200-00:02:09.066	Pfr_DqcuqUY	00:02:06.200	00:02:09.066	I’m the only deaf person here, ever!	i ’m the only deaf person here ever	I only deaf in school all-over.	test
Pfr_DqcuqUY-00:03:47.100-00:03:59.700	Pfr_DqcuqUY	00:03:47.100	00:03:59.700	I either send a text or head over to their building to check in with them in person to determine what needs to be done.	i either send a text or head over to their building to check in with them in person to determine what needs to be done	I text communicate text finish I or I drive-to sit-down cl: 2-walk-to I  cl:open-door I hello what's-up how+you+doing  need+list, twiddle+do cl:1-of-2 cl:4-list need  I fine, IX that show cl:sweep-look.	test
RzCLFyNbFTI-00:01:34.666-00:01:45.233	RzCLFyNbFTI	00:01:34.666	00:01:45.233	"For example, our biggest concerns are: S. 3304 does not define ""advanced communications"" as broadly as H. R. 3101."	for example our biggest concerns are s. 3304 does not define advanced communications as broadly as h. r. 3101	Know-that example our biggest concern oh-i-see do-do? S_fs 3304 not defined quote advanced communication as_fs broad as__fs HR_fs 3107.	test
RzCLFyNbFTI-00:02:31.566-00:02:42.233	RzCLFyNbFTI	00:02:31.566	00:02:42.233	We believe our recent hearing was a big success and a step in the right direction - and it would not have been possible without you!	we believe our recent hearing was a big success and a step in the right direction and it would not have been possible without you	We believe that IX recent last hearing_fs big success and step in right direction and it will not have been_fs possible without IX-all. 	test
